x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,label
0.3225824236869812,0.7378751039505005,0.427704393863678,0.7035402059555054,0.5183151364326477,0.6029568314552307,0.5549264550209045,0.4903262257575989,0.5757611989974976,0.3920418620109558,0.4781520366668701,0.45110952854156494,0.5073607563972473,0.4129875898361206,0.4831075072288513,0.5199064612388611,0.4629073739051819,0.5818647742271423,0.41421371698379517,0.4295831620693207,0.44107338786125183,0.41111016273498535,0.4181646406650543,0.5411936044692993,0.40485841035842896,0.5971041917800903,0.34829503297805786,0.4268185794353485,0.37193185091018677,0.4050045907497406,0.3604969382286072,0.5350444912910461,0.3532560467720032,0.5917489528656006,0.2779161334037781,0.43774914741516113,0.3076842129230499,0.41095399856567383,0.31046533584594727,0.510308563709259,0.3049743175506592,0.5569918155670166,A
0.3218632936477661,0.7336939573287964,0.42730265855789185,0.6998036503791809,0.5175238847732544,0.5999423265457153,0.5514848828315735,0.487338662147522,0.572468101978302,0.3889711797237396,0.4770109951496124,0.4531461000442505,0.5041686296463013,0.407243013381958,0.48279714584350586,0.5115258097648621,0.4622889757156372,0.5786581039428711,0.41287878155708313,0.4331878125667572,0.44056767225265503,0.4034363031387329,0.4193297326564789,0.5351221561431885,0.4062254726886749,0.5997891426086426,0.34733250737190247,0.42927443981170654,0.37249863147735596,0.4004058837890625,0.3616824448108673,0.5308249592781067,0.3548380136489868,0.5905085802078247,0.2768610119819641,0.4394565224647522,0.307861864566803,0.40963149070739746,0.3102194666862488,0.5101907849311829,0.30533894896507263,0.5572272539138794,A
0.3174282908439636,0.7371596097946167,0.4225184917449951,0.7006610631942749,0.5119549632072449,0.6014336943626404,0.5492553114891052,0.49063557386398315,0.5718897581100464,0.39358246326446533,0.4747062027454376,0.4528551697731018,0.5014752745628357,0.41087692975997925,0.47823378443717957,0.5129493474960327,0.45960533618927,0.5753355026245117,0.41133978962898254,0.4318852424621582,0.4363182485103607,0.40802255272865295,0.41515079140663147,0.5337865948677063,0.40255922079086304,0.5933256149291992,0.3457980751991272,0.42815345525741577,0.36733776330947876,0.40238431096076965,0.358225017786026,0.5288679003715515,0.35238561034202576,0.5893887877464294,0.2750636339187622,0.4375855326652527,0.30447837710380554,0.40764927864074707,0.3086387813091278,0.5047716498374939,0.30422788858413696,0.554783821105957,A
0.3413054347038269,0.7293695211410522,0.45255741477012634,0.671950101852417,0.5304731130599976,0.5332936644554138,0.5436574220657349,0.38581782579421997,0.5547844767570496,0.2697054147720337,0.4747259020805359,0.4111899435520172,0.4803236424922943,0.3294679820537567,0.46598920226097107,0.43565306067466736,0.4589651823043823,0.512891411781311,0.40374693274497986,0.41235068440437317,0.410621702671051,0.3455654978752136,0.40662768483161926,0.48617491126060486,0.4090624451637268,0.5619953274726868,0.3385325074195862,0.4248969256877899,0.3416672646999359,0.36031726002693176,0.3487984538078308,0.4990500509738922,0.3564514219760895,0.5715898275375366,0.2711527347564697,0.44689878821372986,0.2815362811088562,0.3936883509159088,0.29615581035614014,0.4952065348625183,0.305414617061615,0.5493369102478027,A
0.3414511978626251,0.7256009578704834,0.45316776633262634,0.6687979698181152,0.5308126211166382,0.5313377976417542,0.544260561466217,0.3870615065097809,0.5564222931861877,0.27291417121887207,0.47644197940826416,0.41155898571014404,0.4824570119380951,0.32516855001449585,0.4692718982696533,0.4299938678741455,0.4621700346469879,0.5096213817596436,0.4046285152435303,0.41207218170166016,0.41179558634757996,0.34546959400177,0.4077991843223572,0.48555368185043335,0.4093351364135742,0.5621495842933655,0.3378995656967163,0.4246692955493927,0.341833233833313,0.3593519628047943,0.3489910960197449,0.4970618784427643,0.35634422302246094,0.5703717470169067,0.2690713405609131,0.4473108649253845,0.2809155583381653,0.3902234733104706,0.2954586148262024,0.4914854168891907,0.3037636876106262,0.5474014282226562,A
0.3384146988391876,0.7220783233642578,0.45164754986763,0.6603834629058838,0.5287810564041138,0.5234133005142212,0.5401360392570496,0.3807666301727295,0.55324387550354,0.26856380701065063,0.4762357771396637,0.40287625789642334,0.483858197927475,0.3256417512893677,0.46856817603111267,0.4301927983760834,0.4598489999771118,0.5076035857200623,0.40522491931915283,0.403928279876709,0.4143904447555542,0.3414649963378906,0.40637922286987305,0.47987741231918335,0.40654855966567993,0.5578573942184448,0.3389550447463989,0.4159255027770996,0.34466516971588135,0.3576020300388336,0.3482701778411865,0.49395179748535156,0.35442888736724854,0.5664172172546387,0.2698015868663788,0.4375651478767395,0.2833865284919739,0.38727933168411255,0.2958536744117737,0.48679858446121216,0.30348867177963257,0.5399020910263062,A
0.33962705731391907,0.7198047637939453,0.45295196771621704,0.6625889539718628,0.5304012298583984,0.5266249179840088,0.5420246720314026,0.3833927810192108,0.5534127354621887,0.27132126688957214,0.47464320063591003,0.40900474786758423,0.48187506198883057,0.3297828435897827,0.4675530791282654,0.4323560893535614,0.46010467410087585,0.5048646330833435,0.40568631887435913,0.4087020456790924,0.41433706879615784,0.34447306394577026,0.40707841515541077,0.48267778754234314,0.40746572613716125,0.5541812181472778,0.3405883312225342,0.4186534881591797,0.34358319640159607,0.35189786553382874,0.3482145667076111,0.48869258165359497,0.35517367720603943,0.5570634007453918,0.271963894367218,0.43746548891067505,0.2806447744369507,0.3833780288696289,0.29446932673454285,0.4830043911933899,0.30366823077201843,0.5347325205802917,A
0.34452176094055176,0.7168463468551636,0.4575049877166748,0.6578823328018188,0.5328114032745361,0.5186473727226257,0.543647825717926,0.3761484920978546,0.5569767355918884,0.26450520753860474,0.48060742020606995,0.4034236967563629,0.48536738753318787,0.324749231338501,0.46934181451797485,0.4263143241405487,0.4622633159160614,0.5015326142311096,0.40943443775177,0.4026702046394348,0.4152248501777649,0.3394426703453064,0.40760448575019836,0.47850367426872253,0.40989887714385986,0.5566673278808594,0.3426551818847656,0.4123721718788147,0.34445807337760925,0.34972527623176575,0.3485316038131714,0.48846906423568726,0.35688912868499756,0.5620455741882324,0.27362924814224243,0.43199607729911804,0.28221333026885986,0.380173921585083,0.2950231432914734,0.4819878041744232,0.3051384687423706,0.5363569259643555,A
0.3401642441749573,0.7142034769058228,0.4543948471546173,0.656804621219635,0.5320877432823181,0.5214747786521912,0.545579195022583,0.37916889786720276,0.5595665574073792,0.268684983253479,0.47944575548171997,0.40414124727249146,0.4851064383983612,0.3229942321777344,0.46969127655029297,0.4224778413772583,0.46272000670433044,0.4968878924846649,0.4097559452056885,0.40296339988708496,0.41704195737838745,0.3397628664970398,0.40685173869132996,0.4757954180240631,0.4071695804595947,0.5498913526535034,0.3441200256347656,0.41230809688568115,0.34670817852020264,0.34961143136024475,0.3482862114906311,0.48578929901123047,0.355008602142334,0.5568312406539917,0.2749769389629364,0.43053579330444336,0.2834513187408447,0.37832120060920715,0.29512861371040344,0.4786680042743683,0.3035408854484558,0.5319474935531616,A
0.3421165347099304,0.7146986126899719,0.45528194308280945,0.6556978821754456,0.5318449139595032,0.5208629369735718,0.5436574816703796,0.3772514760494232,0.5579756498336792,0.26439809799194336,0.47945067286491394,0.4056842625141144,0.4862344264984131,0.3242204189300537,0.4698944091796875,0.4262341260910034,0.46259620785713196,0.5012606382369995,0.41013115644454956,0.4043750464916229,0.4181903004646301,0.3382337987422943,0.40823468565940857,0.47543007135391235,0.4080004096031189,0.5482916831970215,0.34431686997413635,0.4134781062602997,0.3472497761249542,0.3459635376930237,0.3490718901157379,0.484496533870697,0.35490548610687256,0.5558915734291077,0.2742006778717041,0.4310593008995056,0.2830332815647125,0.3747822642326355,0.29501640796661377,0.4764072895050049,0.3028292655944824,0.5301662683486938,A
